1, 0.000027
11, 0.000000
21, 0.000000
31, 0.000001
41, 0.000001
51, 0.000001
61, 0.000000
71, 0.000001
81, 0.000001
91, 0.000000
101, 0.000001
111, 0.000001
121, 0.000000
131, 0.000001
141, 0.000001
151, 0.000001
161, 0.000000
171, 0.000001
181, 0.000001
191, 0.000001
201, 0.000000
211, 0.000001
221, 0.000001
231, 0.000001
241, 0.000001
251, 0.000001
261, 0.000000
271, 0.000001
281, 0.000001
291, 0.000001
301, 0.000001
311, 0.000001
321, 0.000001
331, 0.000001
341, 0.000001
351, 0.000001
361, 0.000001
371, 0.000001
381, 0.000001
391, 0.000001
401, 0.000001
411, 0.000001
421, 0.000001
431, 0.000001
441, 0.000001
451, 0.000001
461, 0.000001
471, 0.000001
481, 0.000001
491, 0.000001
501, 0.000001
511, 0.000001
521, 0.000001
531, 0.000001
541, 0.000002
551, 0.000002
561, 0.000001
571, 0.000001
581, 0.000002
591, 0.000002
601, 0.000001
611, 0.000001
621, 0.000001
631, 0.000002
641, 0.000002
651, 0.000001
661, 0.000002
671, 0.000001
681, 0.000002
691, 0.000002
701, 0.000001
711, 0.000002
721, 0.000001
731, 0.000002
741, 0.000002
751, 0.000002
761, 0.000001
771, 0.000002
781, 0.000002
791, 0.000002
801, 0.000001
811, 0.000001
821, 0.000002
831, 0.000002
841, 0.000002
851, 0.000001
861, 0.000001
871, 0.000002
881, 0.000002
891, 0.000002
901, 0.000002
911, 0.000001
921, 0.000002
931, 0.000002
941, 0.000002
951, 0.000002
961, 0.000002
971, 0.000003
981, 0.000002
991, 0.000002
1001, 0.000002
1011, 0.000002
1021, 0.000002
1031, 0.000003
1041, 0.000003
1051, 0.000002
1061, 0.000002
1071, 0.000003
1081, 0.000002
1091, 0.000002
1101, 0.000002
1111, 0.000004
1121, 0.000002
1131, 0.000003
1141, 0.000003
1151, 0.000002
1161, 0.000003
1171, 0.000003
1181, 0.000003
1191, 0.000002
1201, 0.000002
1211, 0.000003
1221, 0.000002
1231, 0.000003
1241, 0.000002
1251, 0.000005
1261, 0.000004
1271, 0.000004
1281, 0.000004
1291, 0.000004
1301, 0.000004
1311, 0.000004
1321, 0.000004
1331, 0.000003
1341, 0.000004
1351, 0.000003
1361, 0.000004
1371, 0.000004
1381, 0.000004
1391, 0.000004
1401, 0.000005
1411, 0.000003
1421, 0.000004
1431, 0.000003
1441, 0.000004
1451, 0.000004
1461, 0.000005
1471, 0.000004
1481, 0.000005
1491, 0.000004
1501, 0.000004
1511, 0.000005
1521, 0.000005
1531, 0.000004
1541, 0.000005
1551, 0.000005
1561, 0.000004
1571, 0.000005
1581, 0.000004
1591, 0.000004
1601, 0.000004
1611, 0.000005
1621, 0.000003
1631, 0.000004
1641, 0.000004
1651, 0.000003
1661, 0.000003
1671, 0.000004
1681, 0.000004
1691, 0.000004
1701, 0.000004
1711, 0.000004
1721, 0.000003
1731, 0.000004
1741, 0.000004
1751, 0.000004
1761, 0.000003
1771, 0.000004
1781, 0.000003
1791, 0.000004
1801, 0.000004
1811, 0.000003
1821, 0.000004
1831, 0.000004
1841, 0.000004
1851, 0.000004
1861, 0.000004
1871, 0.000004
1881, 0.000004
1891, 0.000004
1901, 0.000005
1911, 0.000005
1921, 0.000004
1931, 0.000004
1941, 0.000004
1951, 0.000005
1961, 0.000005
1971, 0.000004
1981, 0.000006
1991, 0.000005
2001, 0.000005
2011, 0.000006
2021, 0.000006
2031, 0.000006
2041, 0.000005
2051, 0.000008
2061, 0.000006
2071, 0.000006
2081, 0.000006
2091, 0.000006
2101, 0.000006
2111, 0.000008
2121, 0.000005
2131, 0.000004
2141, 0.000005
2151, 0.000005
2161, 0.000005
2171, 0.000004
2181, 0.000005
2191, 0.000005
2201, 0.000005
2211, 0.000005
2221, 0.000005
2231, 0.000006
2241, 0.000008
2251, 0.000005
2261, 0.000005
2271, 0.000005
2281, 0.000006
2291, 0.000005
2301, 0.000005
2311, 0.000005
2321, 0.000005
2331, 0.000005
2341, 0.000006
2351, 0.000006
2361, 0.000005
2371, 0.000006
2381, 0.000005
2391, 0.000005
2401, 0.000005
2411, 0.000008
2421, 0.000006
2431, 0.000005
2441, 0.000005
2451, 0.000005
2461, 0.000006
2471, 0.000006
2481, 0.000006
2491, 0.000006
2501, 0.000006
2511, 0.000006
2521, 0.000006
2531, 0.000006
2541, 0.000006
2551, 0.000006
2561, 0.000006
2571, 0.000005
2581, 0.000006
2591, 0.000006
2601, 0.000008
2611, 0.000010
2621, 0.000007
2631, 0.000007
2641, 0.000008
2651, 0.000006
2661, 0.000006
2671, 0.000007
2681, 0.000007
2691, 0.000006
2701, 0.000007
2711, 0.000007
2721, 0.000008
2731, 0.000008
2741, 0.000008
2751, 0.000012
2761, 0.000006
2771, 0.000007
2781, 0.000010
2791, 0.000007
2801, 0.000007
2811, 0.000008
2821, 0.000007
2831, 0.000007
2841, 0.000008
2851, 0.000008
2861, 0.000008
2871, 0.000010
2881, 0.000009
2891, 0.000007
2901, 0.000007
2911, 0.000007
2921, 0.000007
2931, 0.000007
2941, 0.000006
2951, 0.000007
2961, 0.000007
2971, 0.000007
2981, 0.000007
2991, 0.000007
3001, 0.000007
3011, 0.000008
3021, 0.000008
3031, 0.000007
3041, 0.000007
