5, 0.000001, 0.000001, 0.000001
6, 0.000001, 0.000000, 0.000001
7, 0.000001, 0.000000, 0.000000
8, 0.000001, 0.000000, 0.000001
9, 0.000001, 0.000001, 0.000001
10, 0.000001, 0.000000, 0.000000
11, 0.000001, 0.000001, 0.000001
12, 0.000001, 0.000000, 0.000001
13, 0.000001, 0.000001, 0.000001
14, 0.000001, 0.000001, 0.000001
15, 0.000001, 0.000001, 0.000001
16, 0.000002, 0.000001, 0.000001
17, 0.000002, 0.000002, 0.000001
18, 0.000003, 0.000001, 0.000001
19, 0.000002, 0.000001, 0.000001
20, 0.000002, 0.000001, 0.000002
21, 0.000002, 0.000001, 0.000002
22, 0.000002, 0.000001, 0.000003
23, 0.000003, 0.000002, 0.000002
24, 0.000003, 0.000002, 0.000003
25, 0.000004, 0.000002, 0.000002
26, 0.000003, 0.000001, 0.000002
27, 0.000003, 0.000002, 0.000002
28, 0.000004, 0.000002, 0.000003
29, 0.000005, 0.000002, 0.000003
30, 0.000005, 0.000002, 0.000003
31, 0.000004, 0.000002, 0.000003
32, 0.000004, 0.000002, 0.000003
33, 0.000005, 0.000003, 0.000003
34, 0.000006, 0.000002, 0.000004
35, 0.000006, 0.000003, 0.000004
36, 0.000006, 0.000003, 0.000005
37, 0.000021, 0.000003, 0.000005
38, 0.000008, 0.000003, 0.000005
39, 0.000008, 0.000003, 0.000005
40, 0.000009, 0.000003, 0.000005
41, 0.000009, 0.000003, 0.000006
42, 0.000008, 0.000003, 0.000006
43, 0.000009, 0.000004, 0.000006
44, 0.000009, 0.000004, 0.000006
45, 0.000010, 0.000003, 0.000006
46, 0.000011, 0.000004, 0.000006
47, 0.000011, 0.000004, 0.000007
48, 0.000013, 0.000004, 0.000007
49, 0.000013, 0.000005, 0.000008
50, 0.000012, 0.000005, 0.000008
51, 0.000013, 0.000033, 0.000009
52, 0.000014, 0.000004, 0.000007
53, 0.000016, 0.000006, 0.000008
54, 0.000014, 0.000005, 0.000009
55, 0.000015, 0.000006, 0.000009
56, 0.000015, 0.000006, 0.000009
57, 0.000016, 0.000005, 0.000009
58, 0.000016, 0.000006, 0.000009
59, 0.000016, 0.000005, 0.000009
60, 0.000017, 0.000007, 0.000010
61, 0.000017, 0.000008, 0.000010
62, 0.000031, 0.000006, 0.000011
63, 0.000018, 0.000007, 0.000011
64, 0.000019, 0.000008, 0.000011
65, 0.000020, 0.000007, 0.000012
66, 0.000021, 0.000008, 0.000012
67, 0.000021, 0.000009, 0.000012
68, 0.000022, 0.000010, 0.000013
69, 0.000023, 0.000008, 0.000014
70, 0.000024, 0.000010, 0.000014
71, 0.000020, 0.000005, 0.000012
72, 0.000024, 0.000008, 0.000014
73, 0.000025, 0.000011, 0.000014
74, 0.000028, 0.000010, 0.000015
75, 0.000026, 0.000010, 0.000014
76, 0.000027, 0.000011, 0.000016
77, 0.000026, 0.000006, 0.000014
78, 0.000025, 0.000009, 0.000015
79, 0.000030, 0.000009, 0.000016
80, 0.000029, 0.000013, 0.000018
81, 0.000032, 0.000011, 0.000018
82, 0.000031, 0.000013, 0.000017
83, 0.000032, 0.000013, 0.000018
84, 0.000032, 0.000007, 0.000016
85, 0.000033, 0.000008, 0.000016
86, 0.000025, 0.000008, 0.000016
87, 0.000026, 0.000009, 0.000016
88, 0.000026, 0.000008, 0.000016
89, 0.000027, 0.000009, 0.000018
90, 0.000026, 0.000008, 0.000017
91, 0.000027, 0.000008, 0.000017
92, 0.000028, 0.000008, 0.000018
93, 0.000028, 0.000009, 0.000019
94, 0.000028, 0.000010, 0.000018
95, 0.000028, 0.000009, 0.000019
96, 0.000031, 0.000011, 0.000019
97, 0.000032, 0.000010, 0.000019
98, 0.000032, 0.000011, 0.000020
99, 0.000032, 0.000010, 0.000020
100, 0.000032, 0.000011, 0.000020
101, 0.000034, 0.000010, 0.000020
102, 0.000034, 0.000012, 0.000022
103, 0.000035, 0.000011, 0.000021
104, 0.000034, 0.000011, 0.000022
105, 0.000032, 0.000010, 0.000022
106, 0.000036, 0.000011, 0.000023
107, 0.000037, 0.000013, 0.000023
108, 0.000037, 0.000011, 0.000023
109, 0.000038, 0.000012, 0.000024
110, 0.000039, 0.000013, 0.000025
111, 0.000040, 0.000013, 0.000025
112, 0.000039, 0.000013, 0.000025
113, 0.000042, 0.000013, 0.000025
114, 0.000042, 0.000013, 0.000026
115, 0.000051, 0.000012, 0.000026
116, 0.000040, 0.000012, 0.000027
117, 0.000050, 0.000014, 0.000027
118, 0.000044, 0.000014, 0.000028
119, 0.000044, 0.000014, 0.000028
120, 0.000053, 0.000013, 0.000029
121, 0.000044, 0.000015, 0.000028
122, 0.000048, 0.000014, 0.000029
123, 0.000048, 0.000015, 0.000029
124, 0.000056, 0.000015, 0.000032
125, 0.000057, 0.000022, 0.000033
126, 0.000051, 0.000016, 0.000031
127, 0.000046, 0.000016, 0.000031
128, 0.000051, 0.000016, 0.000032
129, 0.000078, 0.000021, 0.000035
130, 0.000068, 0.000025, 0.000034
131, 0.000068, 0.000030, 0.000035
132, 0.000073, 0.000030, 0.000038
133, 0.000069, 0.000028, 0.000037
134, 0.000075, 0.000026, 0.000039
135, 0.000074, 0.000026, 0.000039
136, 0.000079, 0.000026, 0.000039
137, 0.000075, 0.000031, 0.000042
138, 0.000077, 0.000030, 0.000039
139, 0.000077, 0.000032, 0.000041
140, 0.000083, 0.000033, 0.000043
141, 0.000079, 0.000032, 0.000042
142, 0.000064, 0.000019, 0.000038
143, 0.000058, 0.000020, 0.000037
144, 0.000060, 0.000019, 0.000037
145, 0.000060, 0.000019, 0.000038
146, 0.000060, 0.000020, 0.000038
147, 0.000064, 0.000019, 0.000040
148, 0.000062, 0.000023, 0.000039
149, 0.000088, 0.000019, 0.000039
150, 0.000062, 0.000020, 0.000039
151, 0.000062, 0.000020, 0.000040
152, 0.000062, 0.000022, 0.000040
153, 0.000062, 0.000020, 0.000040
154, 0.000066, 0.000022, 0.000042
155, 0.000065, 0.000022, 0.000041
156, 0.000068, 0.000021, 0.000042
157, 0.000065, 0.000022, 0.000042
158, 0.000068, 0.000023, 0.000043
159, 0.000069, 0.000022, 0.000044
160, 0.000071, 0.000023, 0.000044
161, 0.000073, 0.000024, 0.000045
162, 0.000070, 0.000024, 0.000045
163, 0.000108, 0.000024, 0.000046
164, 0.000072, 0.000023, 0.000046
165, 0.000090, 0.000024, 0.000047
166, 0.000075, 0.000023, 0.000047
167, 0.000074, 0.000023, 0.000048
168, 0.000075, 0.000022, 0.000048
169, 0.000075, 0.000025, 0.000048
170, 0.000077, 0.000026, 0.000049
171, 0.000082, 0.000025, 0.000049
172, 0.000078, 0.000025, 0.000051
173, 0.000079, 0.000025, 0.000050
174, 0.000081, 0.000026, 0.000051
175, 0.000084, 0.000028, 0.000052
176, 0.000079, 0.000027, 0.000051
177, 0.000082, 0.000028, 0.000052
178, 0.000084, 0.000026, 0.000054
179, 0.000086, 0.000029, 0.000054
180, 0.000091, 0.000038, 0.000054
181, 0.000085, 0.000028, 0.000055
182, 0.000093, 0.000028, 0.000056
183, 0.000083, 0.000030, 0.000056
184, 0.000088, 0.000027, 0.000057
185, 0.000092, 0.000029, 0.000059
186, 0.000091, 0.000031, 0.000058
187, 0.000089, 0.000028, 0.000058
188, 0.000092, 0.000032, 0.000059
189, 0.000091, 0.000031, 0.000060
190, 0.000095, 0.000031, 0.000060
191, 0.000093, 0.000031, 0.000062
192, 0.000096, 0.000032, 0.000061
